case number,Who was the member adjudicating the decision?,What was the location of the landlord tenant board?,Did the decision state the landlord was represented?,Did the decision state the landlord attended the hearing?,Did the decision state the tenant was represented?,Did the decision state the tenant attended the hearing?,Did the decision state the landlord was a not-for-profit landlord (e.g. Toronto Community Housing)?,Did the decision state the tenant was collecting a subsidy?,What was the outcome of the case?,What was the length of the tenancy,What was the monthly rent?,rental deposit amount,was there an rent increases,What was the total amount of arrears?,Over how many months did the arrears accumulate?,Does the tenant made a payment on the arrears after the eviction notice,"Did the decision mention a history of arrears by the tenant separate from the arrears in the current claim (more than one period of arrears, recurrently coming in and out of arrears, arrears with previous landlord, etc.)?","Did the member find the tenant had or seemed to have the ability to pay rent, but chose not do so?","What were the specific mental, medical, or physical conditions of the tenant, if any?",Did the decision state that the tenant had children living with them?,Was the tenant employed at the time of the hearing?,"If the tenant was not employed, did the decision state the tenant was receiving any form of government assistance (e.g. OW, childcare benefits, ODSP, OSAP)?","If the tenant was employed, did the decision state any doubts about the stability of employment e.g. lack of guaranteed hours, contract work, etc.?",Did the member find the tenant had sufficient income to pay rent?,Did the decision mention the tenant lost their job leading up to or during the period of the hearing?,"Did the decision mention any other extenuating circumstances experienced by the tenant leading up to or during the period of the claim (e.g. hospitalization, death in the family, etc.)?","Did the decision mention the tenant’s difficulty finding alternative housing for any reason e.g.physical limitations, reliance on social assistance, etc.?",Did the decision state the tenant was given prior notice for the eviction?,Did the decisions state postponement would result in the tenant accruing additional arrears?,Did the decision mention the validity of an N4 eviction notice?,Payment Plan,L1 present?,L2 present?,L3 present?,L4 present?,L8 present?,L9 present?,N5 present?,N6 present?,N7 present?,N8 present?,T1 present?,T2 present?,T3 present?,T5 present?,T6 present?
TEL-88767-18,laura hartslief,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,4694.26,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88781-18,laura hartslief,Toronto,1,1,0,0,0,0,No relief,19.0,1595.9445741324917,1130.0,0,3370.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88799-18,laura hartslief,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,609.89,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88801-18,ruth carey,Toronto,1,1,0,1,0,0,No relief,7.0,1595.9445741324917,1050.0,0,1700.0,6.306049004594181,1,0,0,0,0,-1,-1,0,0,1,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88820-18,shelby whittick,Toronto,0,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,4090.0,6.306049004594181,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88845-18,ruth carey,Toronto,1,0,0,1,0,0,Relief,48.0,1081.88,1365.9816966067865,0,829.62,3.0,1,1,0,0,0,1,0,-1,1,0,1,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88860-18,ruth carey,Toronto,0,1,0,1,0,0,No relief,10.0,1595.9445741324917,1500.0,0,5500.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-15775-18,carol mcdermott,London,1,0,1,1,0,0,Relief,6.306049004594181,244.0,0.0,0,968.76,4.0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-16096-18,carol mcdermott,London,0,1,0,1,0,0,Relief,6.306049004594181,775.0,0.0,0,3290.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-16394-18,nathan ferguson,London,1,0,1,1,0,0,Relief,6.306049004594181,1012.1,950.0,0,648.0,10.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-16478-18,nathan ferguson,London,1,0,0,1,0,0,No relief,6.306049004594181,973.18,35.06,0,1561.9,11.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-16624-18,carol mcdermott,London,0,1,0,0,0,0,No relief,6.306049004594181,800.0,700.0,0,1131.72,6.0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SWL-16668-18,melanie love,London,1,0,0,0,0,0,No relief,6.306049004594181,1150.0,1150.0,0,2694.66,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TEL-89083-18,laura hartslief,Toronto,1,0,0,0,0,0,No relief,12.0,1595.9445741324917,1200.0,0,6700.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89124-18,shelby whittick,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1318.21,0,6185.36,16.0,1,1,0,0,1,-1,1,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89126-18,laura hartslief,Toronto,1,0,0,1,0,0,Relief,51.0,1595.9445741324917,1365.9816966067865,0,5760.0,3.0,0,0,0,0,1,-1,-1,0,0,1,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89165-18,elana rose,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,4794.8,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89165-18,elana rose,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,4794.8,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-86029-17,ruth carey,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,965.0,950.0,0,2895.0,3.0,0,0,0,1,0,-1,1,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89192-18-RV,ruth carey,Toronto,1,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,8.0,1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-86069-17,shelby whittick,Whitby,0,1,0,1,0,0,Relief,6.306049004594181,1765.0,1765.0,0,3917.11,5.0,0,0,0,0,1,-1,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-86130-17,gobinder randhawa,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1350.0,1350.0,0,2888.71,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-86133-17,shelby whittick,Whitby,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1060.0,0,5363.55,5.0,0,0,0,1,0,-1,-1,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-86219-17,jim mcmaster,Toronto,1,0,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,969.0,0,2423.63,9.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-86233-17,gorbinder randhawa,Toronto,0,1,0,0,0,0,Relief,6.306049004594181,1595.9445741324917,863.0,0,769.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-86494-17,gobinder randhawa,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1330.0,0,2700.62,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-86607-17,gobinder randhawa,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1315.0,0,5711.53,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89226-18,elana rose,Toronto,0,1,0,1,0,0,No relief,20.0,1595.9445741324917,1100.0,0,3300.0,3.0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89232-18-RV,laura hartslief,Toronto,0,1,0,1,0,0,Relief,276.0,1595.9445741324917,1365.9816966067865,0,3544.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89270-18,shelby whittick,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,695.0,0,3620.0,8.0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89315-18,elana rose,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5458.89,3.0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89342-18-RV,ruth carey,Toronto,0,1,1,1,0,1,No relief,6.306049004594181,990.0,1365.9816966067865,0,4680.0,7.0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89372-18,shelby whittick,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,200.81,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89392-18-AM,ruth carey,Toronto,1,1,0,0,0,0,No relief,28.0,1157.1,1140.0,0,3471.5,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89392-18-RV  ,shelby whittick,Toronto,1,0,0,1,0,0,No relief,27.0,1595.9445741324917,1140.0,0,5608.17,7.0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89446-18,shelby whittick,Toronto,0,1,0,0,0,0,No relief,13.0,1595.9445741324917,1890.0,0,9734.86,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89446-18,shelby whittick,Toronto,0,1,0,0,0,0,No relief,13.0,1595.9445741324917,1890.0,0,9450.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-89449-18,elana rose,Toronto,1,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,2450.0,0,9800.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TEL-86690-17,shelby whittick,Whitby,0,1,0,1,0,0,No relief,6.306049004594181,2600.0,2600.0,0,7800.0,3.0,0,0,0,0,1,-1,1,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-86783-17,laura hartslief,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,2200.0,0,16500.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-86823-17,laura hartslief,Whitby,1,0,0,1,0,0,Relief,48.0,1300.0,1365.9816966067865,0,6500.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-86908-17,jim mcmaster,Peterborough,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1000.0,0,5600.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-86991-17,laura hartslief,Toronto,1,1,0,1,0,0,No relief,20.0,1700.0,1700.0,0,13964.74,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
TEL-87077-17,shelby whittick,Whitby,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,7600.0,0,7600.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-87094-17,laura hartslief,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1200.0,1200.0,0,4800.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-87107-17,laura hartslief,Whitby,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1619.0,0,4887.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-87140-17,ruth carey,Whitby,0,1,0,0,0,0,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,3450.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-07737-19,sonia anwar-ali,Whitby,0,1,0,0,0,0,No relief,6.306049004594181,984.5,984.5,0,3938.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-07999-20,sonia anwar-ali,Toronto,1,1,0,0,0,0,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,3996.8,4.0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-11185-20-IN-AM,troy rossignol,by telephone,0,1,0,0,0,0,No relief,9.0,650.0,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
TEL-61064-15-RV,sonia anwar-ali,Peterborough,0,1,0,0,0,0,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TET-99341-19,ruth carey,Peterborough,0,1,1,1,0,0,Relief,20.0,833.33,1365.9816966067865,0,0.0,6.306049004594181,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-94351-18,nancy henderson,Toronto,1,0,0,1,0,0,Relief,21.0,1359.09,1359.09,0,2269.54,3.0,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-94482-18,renee lang,Toronto,0,1,1,0,0,0,No relief,6.306049004594181,1950.0,1950.0,0,7800.0,3.0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TNL-08103-18,nancy morris,Toronto,0,0,1,0,0,0,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TNL-15147-19,debbie mosaheb,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,713.0,1365.9816966067865,0,6417.0,9.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-91060-18,elana rose,Whitby ,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,2200.0,0,6600.0,3.0,0,0,0,0,1,1,1,-1,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNL-17478-19,nancy morris,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1190.0,1190.0,0,8330.0,7.0,0,0,0,0,1,-1,-1,0,1,1,1,1,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNL-19088-19,nancy morris,Toronto,0,0,0,0,0,0,No relief,6.306049004594181,1000.0,1000.0,0,6000.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-91060-18-RV,ruth carey,Review completed without hearing ,0,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,2200.0,0,6600.0,3.0,0,0,0,0,1,1,1,-1,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-91077-18   ,elana rose,Whitby ,1,0,0,1,0,0,Relief,36.0,1595.9445741324917,1323.04,0,3335.0,5.0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-91104-18,laura hartslief,Toronto,1,0,0,1,0,0,Relief,120.0,1595.9445741324917,1365.9816966067865,0,3552.23,5.0,1,0,0,1,0,1,0,-1,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-91121-18,laura hartslief,Toronto,1,0,0,1,0,0,No relief,108.0,1595.9445741324917,1140.82,0,1309.48,4.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-91207-18,elana rose,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,850.0,0,3058.48,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-91208-18,elana rose,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1189.0,0,1572.5,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-91380-18,thomas f. fagan,Belleville,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,11400.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-91570-18,shelby whittick,Whitby ,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1500.0,0,7500.0,5.0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNL-20505-19,nancy morris,Toronto,1,0,0,1,0,0,No relief,60.0,1595.9445741324917,1678.34,0,6780.48,7.0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-91584-18,jim mcmaster,Whitby ,0,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,2050.0,0,6150.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
TEL-91615-18,elana rose,Whitby,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1300.0,0,3419.19,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TEL-91770-18   ,elana rose,Whitby ,1,0,1,1,0,0,Relief,9.5,1595.9445741324917,1850.0,0,3920.0,4.0,0,0,0,1,1,1,1,-1,1,0,1,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-03289-19,ibi olabode,Toronto,0,1,0,1,0,0,Relief,29.0,2067.0,2000.0,0,12402.0,6.0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-03592-19,renee lang,Toronto,1,0,0,0,0,0,No relief,50.0,1341.14,650.0,0,11427.14,16.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-03604-19,renee lang,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,265.0,1365.9816966067865,0,1010.4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TSL-03695-19,anna solomon,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1142.0,1142.0,0,3770.57,17.0,0,0,0,1,0,-1,1,0,0,1,1,1,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNL-19132-19,nancy morris,Toronto,1,0,1,0,0,0,No relief,10.0,1221.6,1221.6,0,3664.8,3.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TNL-19458-19,debbie mosaheb,Toronto,1,0,0,1,0,0,Relief,6.306049004594181,1126.53,1126.53,0,6259.86,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNL-19609-19,harry cho,Toronto,1,0,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,11387.96,0,5240.342916006339,6.306049004594181,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNL-19746-19,debbie mosaheb,Toronto,1,0,0,1,0,0,Relief,28.0,850.0,1365.9816966067865,0,11050.0,13.0,0,0,0,0,0,-1,1,0,0,1,1,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNL-19786-19,debbie mosaheb,Toronto,1,0,0,1,0,0,No relief,9.0,2306.0,2306.0,0,8728.0,6.0,1,1,1,0,0,1,1,-1,1,1,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-94607-18-AM,roderick flynn,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,2350.0,0,13450.0,8.0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TSL-94693-18,ruth carey,Toronto,1,1,0,1,0,0,Relief,19.0,1595.9445741324917,1365.9816966067865,0,4400.0,6.0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-94823-18,roderick flynn,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,2075.0,0,5648.51,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSL-94942-18,roderick flynn,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,6282.96,6.0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
EAL-76016-18-RV,sylvie charron,by telephone,1,0,0,1,0,1,Relief,180.0,1595.9445741324917,1365.9816966067865,0,4530.0,4.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNL-20320-19,nancy morris,Toronto,1,0,0,0,0,0,No relief,19.0,1069.98,1069.98,0,900.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TNL-20434-19,nancy morris,Toronto,0,0,0,0,0,0,No relief,120.0,1234.0,1234.0,1,7404.0,6.0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CEL-90549-19,shelby whittick,Mississauga,1,1,0,1,0,0,No relief,26.0,2100.0,2100.0,0,12600.0,6.0,0,0,0,1,1,-1,1,0,1,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-75638-16,laura hartslief,Toronto,1,0,0,1,0,0,Relief,36.0,1177.6,1177.6,0,3508.75,3.0,0,1,1,1,1,1,0,-1,1,0,1,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-75638-16,laura hartslief,Toronto,1,0,0,1,0,0,Relief,36.0,1177.6,1177.6,0,3508.75,3.0,1,1,1,1,1,1,0,-1,1,0,1,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-75747-16,laura hartslief,Toronto,1,0,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1162.0,0,4055.37,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-75909-16,laura hartslief,Toronto,1,0,0,1,0,0,Relief,6.306049004594181,994.13,994.13,0,5821.18,12.0,1,0,0,1,0,-1,-1,1,0,1,1,1,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-76023-16-IN,ruth carey,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1250.0,0,6250.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-76039-16,ruth carey,Toronto,1,1,1,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,3780.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-76077-16,ruth carey,Toronto,1,1,0,1,0,0,Relief,7.0,1100.0,2250.0,0,4450.0,5.0,0,0,0,1,1,1,-1,-1,1,1,1,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-76211-16,william burke,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1460.0,0,7300.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-76211-16-RV,jim mcmaster,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1460.0,0,8760.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TNL-20646-19,nancy morris,Toronto,0,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1650.0,0,5240.342916006339,5.0,0,1,1,1,1,1,0,-1,1,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
